,Laser power,Scan speed,Line spacing,Layer thickness,STMPS-Width
29,350.0,1400.0,0.065,0.04,118.34166666666667
30,450.0,800.0,0.147,0.04,203.35566665
31,350.0,600.0,0.147,0.06,155.0836666666667
32,300.0,400.0,0.167,0.08,157.4081111111111
33,450.0,1600.0,0.096,0.04,122.96611111111113
35,500.0,1000.0,0.138,0.08,130.65244444444443
37,500.0,1200.0,0.09,0.04,162.78066666666666
40,500.0,1200.0,0.06,0.06,113.7256667
42,300.0,800.0,0.112,0.06,116.3973704
43,500.0,800.0,0.145,0.04,207.712111111111
44,300.0,1000.0,0.1,0.06,112.502074099999
47,500.0,600.0,0.143,0.08,151.2592222222222
49,500.0,1600.0,0.107,0.06,97.9152221
50,500.0,800.0,0.158,0.04,207.71211111111108
51,400.0,1000.0,0.089,0.06,121.81622225
52,250.0,1000.0,0.078,0.04,131.296222299999
55,500.0,600.0,0.085,0.08,151.2592222222222
57,400.0,1000.0,0.105,0.06,121.81622225
58,350.0,600.0,0.091,0.08,134.5271111111111
60,400.0,1400.0,0.091,0.04,154.64877777777778
62,450.0,1400.0,0.085,0.06,101.69822222222221
63,400.0,400.0,0.197,0.04,240.65366666666665
64,500.0,1800.0,0.103,0.04,146.541
68,350.0,800.0,0.111,0.06,116.91855555555556
70,400.0,2000.0,0.097,0.04,118.38799999999999
71,450.0,1000.0,0.127,0.04,169.28536115
72,250.0,800.0,0.07,0.06,115.35499999999999
74,400.0,400.0,0.131,0.08,162.1708889
76,400.0,600.0,0.144,0.06,154.9918888888889
77,500.0,800.0,0.177,0.06,140.68122215
81,300.0,600.0,0.127,0.06,146.6201111111111
87,350.0,400.0,0.175,0.04,269.3597777777778
88,250.0,800.0,0.087,0.04,146.86916675
89,250.0,800.0,0.095,0.06,115.35499999999999
91,250.0,800.0,0.112,0.06,115.35499999999999
92,500.0,1600.0,0.06,0.06,97.9152221
93,450.0,1400.0,0.093,0.04,137.98577777777777
94,500.0,1000.0,0.123,0.08,130.65244444444443
95,500.0,600.0,0.178,0.06,167.54333333333332
97,400.0,1200.0,0.089,0.04,135.7348888888889
99,350.0,800.0,0.093,0.06,116.91855555555556
101,400.0,1800.0,0.092,0.04,113.367
102,350.0,1200.0,0.047,0.06,109.964
103,400.0,1000.0,0.067,0.06,121.81622225
104,350.0,1400.0,0.091,0.04,118.34166666666667
105,250.0,1000.0,0.056,0.04,131.296222299999
107,200.0,800.0,0.09,0.04,143.7307779
109,350.0,400.0,0.185,0.04,269.3597777777778
110,500.0,600.0,0.183,0.04,249.4638888888889
113,200.0,400.0,0.107,0.04,182.10833333333338
118,400.0,600.0,0.13,0.06,154.9918888888889
119,300.0,600.0,0.1,0.06,146.6201111111111
121,200.0,400.0,0.129,0.08,151.71077777777776
122,400.0,1000.0,0.078,0.06,121.81622225
123,450.0,1000.0,0.11,0.04,169.28536115
125,450.0,600.0,0.159,0.06,161.8466666666667
128,450.0,1400.0,0.057,0.06,101.69822222222221
130,450.0,600.0,0.109,0.08,146.9088888888889
131,300.0,800.0,0.097,0.06,116.3973704
132,450.0,1400.0,0.105,0.04,137.98577777777777
133,350.0,1200.0,0.086,0.04,114.55166666666666
135,200.0,600.0,0.08,0.04,162.91955555555555
137,450.0,600.0,0.113,0.06,161.8466666666667
138,350.0,1000.0,0.06,0.06,113.4412778
139,500.0,1400.0,0.106,0.06,105.8204444
141,450.0,600.0,0.159,0.04,241.679888888889
142,450.0,600.0,0.18,0.06,161.8466666666667
145,200.0,400.0,0.076,0.06,133.64525
146,250.0,600.0,0.067,0.06,143.31022222222225
147,400.0,1600.0,0.07,0.04,124.70877777777777
150,450.0,1200.0,0.085,0.04,152.7262222222222
151,250.0,600.0,0.111,0.04,168.8448889
152,500.0,1600.0,0.07,0.06,97.9152221
154,350.0,800.0,0.095,0.08,120.26011111111113
155,400.0,1000.0,0.114,0.08,119.6888888
159,450.0,600.0,0.166,0.04,241.679888888889
160,400.0,600.0,0.137,0.06,154.9918888888889
163,400.0,1200.0,0.096,0.04,135.7348888888889
165,450.0,800.0,0.159,0.06,132.7603333333333
166,350.0,1200.0,0.086,0.06,109.964
167,500.0,1600.0,0.09,0.06,97.9152221
169,250.0,800.0,0.104,0.04,146.86916675
170,350.0,400.0,0.108,0.06,160.18055555555554
171,200.0,400.0,0.096,0.04,182.10833333333338
175,300.0,1000.0,0.047,0.06,112.502074099999
177,500.0,1000.0,0.134,0.04,171.20366666666666
180,450.0,600.0,0.097,0.06,161.8466666666667
182,350.0,400.0,0.17,0.04,269.3597777777778
183,350.0,400.0,0.174,0.06,160.18055555555554
185,500.0,1400.0,0.09,0.06,105.8204444
186,450.0,800.0,0.085,0.08,135.6652223
187,350.0,400.0,0.14,0.06,160.18055555555554
188,500.0,1600.0,0.09,0.04,144.2247777777778
189,400.0,600.0,0.135,0.08,140.718
190,350.0,1000.0,0.117,0.04,155.343444499999
191,300.0,800.0,0.112,0.04,150.00755555555554
192,450.0,1000.0,0.127,0.08,123.171611
195,400.0,1000.0,0.075,0.08,119.6888888
196,500.0,800.0,0.146,0.08,143.3677779
197,400.0,1200.0,0.081,0.04,135.7348888888889
199,500.0,1800.0,0.075,0.04,146.541
201,300.0,1000.0,0.085,0.06,112.502074099999
203,500.0,1400.0,0.098,0.04,141.81755555555554
204,500.0,1400.0,0.09,0.04,141.81755555555554
205,300.0,1000.0,0.093,0.04,143.319833399999
206,500.0,1400.0,0.102,0.06,105.8204444
208,450.0,1200.0,0.11,0.04,152.7262222222222
211,500.0,600.0,0.191,0.04,249.4638888888889
214,400.0,800.0,0.138,0.08,127.96266666666666
215,400.0,600.0,0.159,0.06,154.9918888888889
216,400.0,1000.0,0.05,0.08,119.6888888
218,400.0,800.0,0.132,0.04,198.99922222222222
219,450.0,1200.0,0.085,0.06,112.47177777777777
221,450.0,1000.0,0.122,0.06,122.61605555
224,350.0,1600.0,0.095,0.04,122.2921667
226,350.0,1200.0,0.111,0.04,114.55166666666666
227,250.0,600.0,0.099,0.04,168.8448889
229,450.0,600.0,0.166,0.08,146.9088888888889
231,350.0,600.0,0.139,0.06,155.0836666666667
232,500.0,2000.0,0.092,0.04,136.146
233,500.0,800.0,0.164,0.06,140.68122215
238,400.0,1800.0,0.1,0.04,113.367
239,350.0,800.0,0.123,0.08,120.26011111111113
240,300.0,1200.0,0.091,0.04,136.63211111111113
241,350.0,400.0,0.165,0.06,178.6087777777778
242,400.0,2000.0,0.078,0.04,118.38799999999999
246,400.0,800.0,0.094,0.06,124.83944445
250,350.0,1400.0,0.084,0.04,118.34166666666667
251,350.0,400.0,0.083,0.08,155.00344444444443
256,500.0,1000.0,0.083,0.06,125.35933333333332
260,450.0,1000.0,0.055,0.08,123.171611
262,200.0,400.0,0.088,0.08,151.71077777777776
263,500.0,2000.0,0.083,0.04,136.146
264,350.0,800.0,0.07,0.06,116.91855555555556
266,450.0,800.0,0.09,0.06,132.7603333333333
269,500.0,2000.0,0.074,0.04,136.146
271,450.0,1000.0,0.133,0.04,169.28536115
272,200.0,600.0,0.096,0.04,162.91955555555555
273,350.0,800.0,0.111,0.04,169.69888888888886
276,500.0,600.0,0.151,0.06,167.54333333333332
278,450.0,600.0,0.152,0.04,241.679888888889
281,450.0,800.0,0.153,0.06,132.7603333333333
282,400.0,1000.0,0.101,0.08,119.6888888
283,450.0,1000.0,0.085,0.08,123.171611
284,500.0,1000.0,0.138,0.06,125.35933333333332
286,500.0,1600.0,0.097,0.04,144.2247777777778
287,250.0,600.0,0.099,0.06,143.31022222222225
288,350.0,400.0,0.104,0.08,155.00344444444443
289,500.0,800.0,0.129,0.06,140.68122215
290,400.0,400.0,0.182,0.06,226.01022222222224
291,250.0,800.0,0.112,0.04,146.86916675
294,250.0,600.0,0.087,0.04,168.8448889
295,500.0,1600.0,0.1,0.06,97.9152221
296,400.0,400.0,0.175,0.04,240.65366666666665
297,300.0,400.0,0.142,0.08,157.4081111111111
300,250.0,600.0,0.059,0.06,143.31022222222225
303,400.0,400.0,0.19,0.04,240.65366666666665
306,400.0,1200.0,0.104,0.04,135.7348888888889
307,350.0,1000.0,0.09,0.04,155.343444499999
310,500.0,1000.0,0.138,0.04,171.20366666666666
311,450.0,1600.0,0.092,0.04,122.96611111111113
312,500.0,800.0,0.171,0.04,207.71211111111108
313,200.0,400.0,0.058,0.08,151.71077777777776
314,200.0,400.0,0.103,0.08,151.71077777777776
316,500.0,1600.0,0.1,0.04,144.2247777777778
317,400.0,400.0,0.175,0.08,160.1708889
319,450.0,1600.0,0.085,0.04,122.966111111111
320,450.0,600.0,0.09,0.08,146.9088888888889
321,400.0,1600.0,0.093,0.04,124.70877777777777
323,200.0,400.0,0.129,0.06,133.64525
325,400.0,400.0,0.205,0.04,240.65366666666665
327,500.0,1600.0,0.107,0.04,144.2247777777778
329,500.0,1200.0,0.11,0.06,113.7256667
331,400.0,1000.0,0.109,0.04,167.36705555
332,500.0,600.0,0.183,0.06,167.54333333333332
333,250.0,1000.0,0.067,0.04,131.296222299999
335,250.0,400.0,0.163,0.06,157.25477777777775
336,400.0,1600.0,0.076,0.04,124.70877777777777
339,250.0,400.0,0.073,0.06,157.25477777777775
340,250.0,400.0,0.091,0.08,154.1232222222222
341,300.0,800.0,0.127,0.04,150.00755555555554
344,350.0,600.0,0.089,0.06,155.0836666666667
345,300.0,400.0,0.174,0.04,208.08244444444446
349,350.0,1000.0,0.112,0.04,155.343444499999
351,450.0,1800.0,0.097,0.04,121.42177777777776
354,400.0,1200.0,0.073,0.04,135.7348888888889
355,300.0,800.0,0.09,0.04,150.00755555555554
356,450.0,1000.0,0.073,0.06,122.61605555
357,300.0,1000.0,0.085,0.04,143.319833399999
358,350.0,800.0,0.105,0.06,116.91855555555556
360,500.0,1800.0,0.075,0.06,83.52299999999998
364,300.0,1200.0,0.065,0.04,136.63211111111113
365,300.0,1000.0,0.093,0.06,112.502074099999
367,300.0,400.0,0.147,0.04,208.08244444444446
369,400.0,600.0,0.152,0.06,154.9918888888889
370,250.0,1000.0,0.1,0.04,131.296222299999
371,500.0,1000.0,0.093,0.08,130.65244444444443
373,250.0,400.0,0.152,0.08,154.1232222222222
374,500.0,1000.0,0.147,0.04,171.20366666666666
376,500.0,1000.0,0.129,0.06,125.35933333333332
377,200.0,400.0,0.118,0.06,133.64525
378,500.0,600.0,0.17,0.06,167.54333333333332
380,300.0,600.0,0.089,0.06,146.6201111111111
382,350.0,600.0,0.131,0.06,155.0836666666667
384,450.0,2000.0,0.074,0.04,121.08366666666666
386,300.0,1000.0,0.078,0.06,112.502074099999
388,350.0,600.0,0.077,0.06,155.0836666666667
389,400.0,400.0,0.19,0.06,226.01022222222224
390,250.0,400.0,0.142,0.06,157.25477777777775
391,400.0,1800.0,0.06,0.04,113.367
392,400.0,800.0,0.126,0.04,198.99922222222222
396,350.0,800.0,0.109,0.08,120.26011111111113
402,350.0,800.0,0.053,0.08,120.26011111111113
403,400.0,1400.0,0.085,0.04,154.64877777777778
404,200.0,600.0,0.111,0.04,162.91955555555555
407,250.0,400.0,0.11,0.04,182.46166666666667
409,350.0,800.0,0.129,0.04,169.69888888888886
410,250.0,600.0,0.135,0.04,168.8448889
411,450.0,600.0,0.18,0.04,241.679888888889
412,300.0,600.0,0.145,0.04,174.77022222222223
415,300.0,1200.0,0.074,0.04,136.63211111111113
417,450.0,800.0,0.159,0.04,203.35566665
418,350.0,800.0,0.123,0.06,116.91855555555556
419,400.0,1000.0,0.105,0.04,167.36705555
421,350.0,800.0,0.081,0.08,120.26011111111113
422,300.0,800.0,0.09,0.06,116.3973704
424,400.0,800.0,0.15,0.06,124.83944445
425,350.0,1600.0,0.071,0.04,122.2921667
427,400.0,800.0,0.126,0.06,124.83944445
428,350.0,400.0,0.11,0.06,178.6087777777778
433,500.0,1200.0,0.124,0.04,162.78066666666666
434,250.0,600.0,0.111,0.06,143.31022222222225
435,400.0,400.0,0.088,0.08,164.1708889
436,300.0,800.0,0.06,0.06,116.3973704
437,450.0,1800.0,0.105,0.04,121.42177777777776
441,350.0,600.0,0.139,0.04,192.21855555555555
442,350.0,600.0,0.123,0.06,155.0836666666667
444,350.0,800.0,0.117,0.04,169.69888888888886
445,350.0,600.0,0.075,0.08,134.5271111111111
446,450.0,800.0,0.12,0.06,132.7603333333333
447,400.0,800.0,0.15,0.04,198.99922222222222
451,350.0,400.0,0.129,0.06,178.6087777777778
452,450.0,600.0,0.173,0.04,241.679888888889
453,350.0,600.0,0.155,0.06,155.0836666666667
454,200.0,400.0,0.057,0.06,133.64525
458,400.0,800.0,0.12,0.06,124.83944445
459,400.0,600.0,0.116,0.06,154.9918888888889
462,350.0,400.0,0.18,0.08,155.00344444444443
463,400.0,600.0,0.152,0.04,206.36033333333336
466,400.0,400.0,0.182,0.04,240.65366666666665
467,400.0,1400.0,0.08,0.04,154.64877777777778
468,350.0,1200.0,0.078,0.06,109.964
469,500.0,1600.0,0.104,0.06,97.9152221
471,400.0,2000.0,0.05,0.04,118.38799999999999
472,300.0,400.0,0.16,0.08,157.4081111111111
473,300.0,400.0,0.124,0.08,157.4081111111111
474,200.0,400.0,0.067,0.06,133.64525
475,350.0,400.0,0.17,0.06,178.6087777777778
481,400.0,1000.0,0.114,0.06,121.81622225
483,200.0,800.0,0.055,0.04,143.7307779
484,250.0,400.0,0.108,0.08,154.1232222222222
485,450.0,1000.0,0.099,0.08,123.171611
486,350.0,1400.0,0.097,0.04,118.34166666666667
488,350.0,400.0,0.142,0.08,155.00344444444443
489,500.0,1200.0,0.097,0.06,113.7256667
490,300.0,600.0,0.118,0.06,146.6201111111111
492,450.0,800.0,0.119,0.08,135.6652223
493,400.0,1200.0,0.049,0.06,111.217888899999
496,350.0,400.0,0.167,0.06,160.18055555555554
497,250.0,400.0,0.131,0.04,182.46166666666667
499,500.0,1400.0,0.11,0.04,141.81755555555554
500,400.0,400.0,0.109,0.08,163.1708889
